PF0001	U0002	BK0125	Buku Pintar Grammar: Untuk Pemula	12	2024-06-27	2024-07-11	true
PF0334	U0003	BK0087	Encyclopedic Dictionary of Semiotics, Media, and Communications	4	2024-07-13	2024-07-27	true
PF0335	U0057	BK0178	中国现代纯文学的理论建构与创作形态	10	2024-12-25	2025-01-08	true
PF0336	U0001	BK0191	文化哲学史研究	3	2024-10-11	2024-10-25	true
PF0337	U0051	BK0020	This Is How You Lose the Time War	11	2024-03-11	2024-03-25	true
PF0338	U0005	BK0211	种瓜得豆：清末民初的阅读文化与接受政治	15	2024-07-25	2024-08-08	true
PF0339	U0057	BK0142	Syonan	14	2025-03-17	2025-03-31	true
PF0340	U0050	BK0158	It Ends with Us	5	-	2025-05-16	false
PF0341	U0003	BK0036	Starship Troopers	3	2025-04-09	2025-04-23	true
PF0342	U0002	BK0136	The Land of Stories: The Wishing Spell	2	-	2025-05-16	false
PF0343	U0087	BK0182	大_文化新_	11	2024-12-26	2025-01-09	true
PF0344	U0005	BK0181	全球化语境中的莫言研究	1	2024-06-23	2024-07-07	true
PF0345	U0005	BK0227	世界上最神奇的理财课	9	-	2025-05-16	false
PF0346	U0002	BK0061	The Electric State	7	2025-03-12	2025-03-26	true
PF0347	U0026	BK0076	The Encyclopedia of Science Fiction	17	-	2025-05-16	false
PF0348	U0082	BK0062	Science Fiction in the Real World	10	2025-03-01	2025-03-15	true
PF0349	U0099	BK0085	Beginning Database Design	10	2024-05-26	2024-06-09	true
PF0350	U0030	BK0004	The Player of Games	22	-	2025-05-16	false
PF0351	U0003	BK0138	Hegel in A Wired Brain	11	2025-03-22	2025-04-05	true
PF0352	U0072	BK0011	Science Fiction	8	-	2025-05-16	false
PF0353	U0009	BK0206	又是一年芳草绿：老舍散文精选	21	-	2025-05-16	false
PF0354	U0003	BK0061	The Electric State	3	2024-12-17	2024-12-31	true
PF0355	U0072	BK0178	中国现代纯文学的理论建构与创作形态	7	-	2025-05-16	false
PF0356	U0004	BK0009	Dune	6	2024-12-23	2025-01-06	true
PF0357	U0056	BK0086	The Dragon Waiting	2	-	2025-05-16	false
PF0358	U0003	BK0223	（试读）假面 II	12	2025-01-08	2025-01-22	true
PF0359	U0059	BK0078	Angelmass	4	-	2025-05-16	false
PF0360	U0001	BK0181	全球化语境中的莫言研究	19	-	2025-05-16	false
PF0361	U0018	BK0161	The Spanish Love Deception	12	2024-03-29	2024-04-12	true
PF0362	U0001	BK0099	An Encyclopaedia of Indian Archaeology	19	-	2025-05-16	false
PF0363	U0002	BK0004	The Player of Games	13	-	2025-05-16	false
PF0364	U0002	BK0178	中国现代纯文学的理论建构与创作形态	8	-	2025-05-16	false
PF0365	U0093	BK0135	The Hawthorne Legacy	11	2024-05-15	2024-05-29	true
PF0366	U0003	BK0174	The Love Hypothesis	11	2024-02-11	2024-02-25	true
PF0367	U0052	BK0138	Hegel in A Wired Brain	2	2025-04-07	2025-04-21	true
PF0368	U0003	BK0193	知识产权与市场竞争研究（2019年第1期）	18	-	2025-05-16	false
PF0369	U0004	BK0127	Being a Quran Tag Girl	14	2024-10-18	2024-11-01	true
PF0370	U0002	BK0178	中国现代纯文学的理论建构与创作形态	1	2025-03-22	2025-04-05	true
PF0371	U0001	BK0035	Science Fiction: A Critical Guide	15	2024-07-01	2024-07-15	true
PF0372	U0020	BK0182	大_文化新_	20	-	2025-05-16	false
PF0373	U0003	BK0107	BUKU PEMBELAJARAN TATA BAHASA INGGRIS:Untuk Meningkatkan Keterampilan Menulis Siswa/i Sekolah Menengah Pertama Kelas 8	6	2024-05-16	2024-05-30	true
PF0374	U0001	BK0187	当代文学理论与批评	6	-	2025-05-16	false
PF0375	U0001	BK0188	“文学的国语”怎样炼成：中国现代文学语言研究	13	2024-12-22	2025-01-05	true
PF0376	U0004	BK0035	Science Fiction: A Critical Guide	8	2024-01-23	2024-02-06	true
PF0377	U0025	BK0102	Akulah Si Jelita	20	-	2025-05-16	false
PF0378	U0001	BK0058	Science Fiction - The Evolutionary Mythology of the Future	10	2024-02-07	2024-02-21	true
PF0379	U0005	BK0119	Once Upon a Broken Heart	7	2024-04-16	2024-04-30	true
PF0380	U0004	BK0192	新加坡华人通史 XIN JIA PO HUA REN TONG SHI	2	2025-03-01	2025-03-15	true
PF0381	U0012	BK0004	The Player of Games	7	-	2025-05-16	false
PF0382	U0021	BK0193	知识产权与市场竞争研究（2019年第1期）	8	2024-08-15	2024-08-29	true
PF0383	U0001	BK0143	The Declaration of Independence in Historical Context	11	2024-11-23	2024-12-07	true
PF0384	U0050	BK0178	中国现代纯文学的理论建构与创作形态	5	2025-01-09	2025-01-23	true
PF0385	U0032	BK0054	Arab and Muslim Science Fiction	4	2025-01-17	2025-01-31	true
PF0386	U0003	BK0140	UNISET 2020	1	2024-09-01	2024-09-15	true
PF0387	U0004	BK0178	中国现代纯文学的理论建构与创作形态	11	2025-04-12	2025-04-26	true
PF0388	U0004	BK0206	又是一年芳草绿：老舍散文精选	23	-	2025-05-16	false
PF0389	U0087	BK0225	狂人日记	15	2024-12-31	2025-01-14	true
PF0390	U0087	BK0181	全球化语境中的莫言研究	2	-	2025-05-16	false
PF0391	U0001	BK0012	Science Fiction and the Moral Imagination	11	2025-04-16	2025-04-30	true
PF0392	U0006	BK0178	中国现代纯文学的理论建构与创作形态	8	2024-05-14	2024-05-28	true
PF0393	U0019	BK0004	The Player of Games	1	-	2025-05-16	false
PF0394	U0004	BK0181	全球化语境中的莫言研究	23	-	2025-05-16	false
PF0395	U0001	BK0009	Dune	4	2024-10-28	2024-11-11	true
PF0396	U0045	BK0091	The Seedling Stars	10	2024-02-17	2024-03-02	true
PF0397	U0023	BK0007	Science Fiction and the Prediction of the Future	13	2024-10-08	2024-10-22	true
PF0398	U0001	BK0168	Backable	2	2024-04-10	2024-04-24	true
PF0399	U0002	BK0004	The Player of Games	14	2024-06-25	2024-07-09	true
PF0400	U0002	BK0113	The Rohingyas	5	2025-01-23	2025-02-06	true
PF0401	U0002	BK0191	文化哲学史研究	10	2025-05-04	2025-05-16	true
PF0402	U0020	BK0042	The Science of Science Fiction	21	-	2025-05-16	false
PF0403	U0001	BK0038	Science Fiction Prototyping	15	-	2025-05-16	false
PF0404	U0004	BK0188	“文学的国语”怎样炼成：中国现代文学语言研究	13	2024-08-20	2024-09-03	true
PF0405	U0079	BK0198	“诗教”传统的历史中介：梁启超与中国现代文学启蒙话语的发生	11	2024-06-09	2024-06-23	true
PF0406	U0001	BK0178	中国现代纯文学的理论建构与创作形态	8	2024-08-23	2024-09-06	true
PF0407	U0002	BK0105	BUKU KERJA E-PURCHASING Edisi 2	11	2024-05-16	2024-05-30	true
PF0408	U0001	BK0207	蒲寧文集, 短篇小說卷. 上	13	2024-09-01	2024-09-15	true
PF0409	U0003	BK0026	Halting State	7	2024-05-01	2024-05-15	true
PF0410	U0031	BK0179	常见文体的层级解读	14	2024-10-08	2024-10-22	true
PF0411	U0040	BK0151	The Miracle of the Qur'an	8	2025-02-05	2025-02-19	true
PF0412	U0002	BK0109	Buku Sehat Calon Pengantin dan Keluarga Muda	2	-	2025-05-16	false
PF0413	U0005	BK0191	文化哲学史研究	7	-	2025-05-16	false
PF0414	U0026	BK0058	Science Fiction - The Evolutionary Mythology of the Future	14	2024-11-03	2024-11-17	true
PF0415	U0090	BK0004	The Player of Games	15	2024-03-17	2024-03-31	true
PF0416	U0036	BK0039	The History of Science Fiction: A Graphic Novel Adventure	14	2024-08-06	2024-08-20	true
PF0417	U0002	BK0126	Longing for God's Closeness	6	-	2025-05-16	false
PF0418	U0002	BK0178	中国现代纯文学的理论建构与创作形态	5	-	2025-05-16	false
PF0419	U0038	BK0182	大_文化新_	12	2024-06-18	2024-07-02	true
PF0420	U0027	BK0033	Economic Science Fictions	15	2024-10-29	2024-11-12	true
PF0421	U0004	BK0191	文化哲学史研究	9	-	2025-05-16	false
PF0422	U0001	BK0199	转折时代的汉语文学	5	-	2025-05-16	false
PF0423	U0003	BK0182	大_文化新_	3	-	2025-05-16	false
PF0424	U0004	BK0147	The Power of Repentance	13	2024-09-18	2024-10-02	true
PF0425	U0091	BK0002	Ender's Game	3	2024-09-03	2024-09-17	true
PF0426	U0004	BK0188	“文学的国语”怎样炼成：中国现代文学语言研究	8	2024-10-13	2024-10-27	true
PF0427	U0057	BK0120	Buku Pintar Tanaman Obat	12	2024-02-04	2024-02-18	true
PF0428	U0048	BK0177	小說的誕生	14	2024-10-03	2024-10-17	true
PF0429	U0003	BK0146	Research Design	4	2024-08-24	2024-09-07	true
PF0430	U0063	BK0011	Science Fiction	1	-	2025-05-16	false
PF0431	U0004	BK0004	The Player of Games	11	2024-05-31	2024-06-14	true
PF0432	U0001	BK0191	文化哲学史研究	1	2024-07-25	2024-08-08	true
PF0433	U0005	BK0131	Short Story Arena	8	2024-12-17	2024-12-31	true
PF0434	U0005	BK0154	It Ends with Us	3	2024-10-18	2024-11-01	true
PF0435	U0017	BK0040	Scardown	7	2024-06-29	2024-07-13	true
PF0436	U0061	BK0220	请问你要去哪里？	7	-	2025-05-16	false
PF0437	U0004	BK0182	大_文化新_	10	2024-08-04	2024-08-18	true
PF0438	U0013	BK0004	The Player of Games	9	2024-09-17	2024-10-01	true
PF0439	U0082	BK0171	BMA Bad Back Book	10	2024-09-13	2024-09-27	true
PF0440	U0006	BK0191	文化哲学史研究	3	-	2025-05-16	false
PF0441	U0001	BK0199	转折时代的汉语文学	13	2024-04-30	2024-05-14	true
PF0442	U0001	BK0129	The Midnight Library: A GMA Book Club Pick	14	2024-11-25	2024-12-09	true
PF0443	U0002	BK0107	BUKU PEMBELAJARAN TATA BAHASA INGGRIS:Untuk Meningkatkan Keterampilan Menulis Siswa/i Sekolah Menengah Pertama Kelas 8	15	2024-10-04	2024-10-18	true
PF0444	U0003	BK0024	The Love Hypothesis	5	2024-07-17	2024-07-31	true
PF0445	U0056	BK0100	Calon Menantu Mama	11	-	2025-05-16	false
PF0446	U0035	BK0036	Starship Troopers	8	2025-03-31	2025-04-14	true
PF0447	U0003	BK0038	Science Fiction Prototyping	3	2025-03-03	2025-03-17	true
PF0448	U0081	BK0137	Legasi Pejuang	5	2025-02-03	2025-02-17	true
PF0449	U0069	BK0112	Leaving Microsoft to Change the World	8	-	2025-05-16	false
PF0450	U0004	BK0163	Twisted Lies	10	2024-02-01	2024-02-15	true
PF0451	U0001	BK0168	Backable	5	-	2025-05-16	false
PF0452	U0013	BK0148	Islamic Civilisation and The Modern World	5	2025-04-13	2025-04-27	true
PF0453	U0002	BK0178	中国现代纯文学的理论建构与创作形态	9	-	2025-05-16	false
PF0454	U0005	BK0074	Anathem	6	2024-06-13	2024-06-27	true
PF0455	U0004	BK0162	Bersatu Dalam Rindu	6	-	2025-05-16	false
PF0456	U0005	BK0002	Ender's Game	5	2025-03-25	2025-04-08	true
PF0457	U0088	BK0004	The Player of Games	1	2025-01-11	2025-01-25	true
PF0458	U0002	BK0172	The Buddha and the Badass	14	-	2025-05-16	false
PF0459	U0027	BK0199	转折时代的汉语文学	3	2024-01-26	2024-02-09	true
PF0460	U0027	BK0181	全球化语境中的莫言研究	8	2024-11-19	2024-12-03	true
PF0461	U0003	BK0100	Calon Menantu Mama	6	-	2025-05-16	false
PF0462	U0100	BK0004	The Player of Games	6	2024-12-15	2024-12-29	true
PF0463	U0002	BK0056	The Rise and Fall of American Science Fiction, from the 1920s to the 1960s	15	-	2025-05-16	false
PF0464	U0069	BK0121	Buku Ajar MSDM	12	2025-01-06	2025-01-20	true
PF0465	U0005	BK0133	The Red Book of Varieties and Schemes	4	2024-04-11	2024-04-25	true
PF0466	U0004	BK0019	Science Fiction beyond Borders	1	2025-02-08	2025-02-22	true
PF0467	U0003	BK0178	中国现代纯文学的理论建构与创作形态	14	-	2025-05-16	false
PF0468	U0036	BK0197	明代文学论丛（第一辑）	13	2024-09-14	2024-09-28	true
PF0469	U0055	BK0048	Science Fiction	10	2024-10-13	2024-10-27	true
PF0470	U0003	BK0145	Rural Tourism In Malaysia (Penerbit USM)	12	2025-03-23	2025-04-06	true
PF0471	U0035	BK0012	Science Fiction and the Moral Imagination	14	2025-02-19	2025-03-05	true
PF0472	U0001	BK0173	Turning the Tide	20	-	2025-05-16	false
PF0473	U0028	BK0177	小說的誕生	15	2024-04-26	2024-05-10	true
PF0474	U0095	BK0004	The Player of Games	8	2024-11-15	2024-11-29	true
PF0475	U0001	BK0004	The Player of Games	4	2025-03-02	2025-03-16	true
PF0476	U0003	BK0201	三俠劍	10	2025-02-09	2025-02-23	true
PF0477	U0048	BK0050	The Subject of Race in American Science Fiction	8	-	2025-05-16	false
PF0478	U0011	BK0032	The Chymical Wedding of Christian Rosenkreutz	17	-	2025-05-16	false
PF0479	U0001	BK0074	Anathem	3	2024-05-30	2024-06-13	true
PF0480	U0014	BK0051	Science Fact and Science Fiction	2	2025-02-12	2025-02-26	true
PF0481	U0034	BK0167	Sierra Six	3	2024-08-08	2024-08-22	true
PF0482	U0035	BK0004	The Player of Games	12	-	2025-05-16	false
PF0483	U0046	BK0088	The Latinx Files	6	2024-05-25	2024-06-08	true
PF0484	U0084	BK0056	The Rise and Fall of American Science Fiction, from the 1920s to the 1960s	13	-	2025-05-16	false
PF0485	U0001	BK0087	Encyclopedic Dictionary of Semiotics, Media, and Communications	13	2024-09-15	2024-09-29	true
PF0486	U0002	BK0091	The Seedling Stars	6	-	2025-05-16	false
PF0487	U0002	BK0018	Plants in Science Fiction	4	2024-02-29	2024-03-14	true
PF0488	U0004	BK0178	中国现代纯文学的理论建构与创作形态	15	2024-05-26	2024-06-09	true
PF0489	U0003	BK0191	文化哲学史研究	13	-	2025-05-16	false
PF0490	U0075	BK0166	ICIIS 2019	6	2025-02-04	2025-02-18	true
PF0491	U0033	BK0006	Project Hail Mary	21	-	2025-05-16	false
PF0492	U0082	BK0021	To Sleep in a Sea of Stars	10	2024-11-26	2024-12-10	true
PF0493	U0056	BK0191	文化哲学史研究	16	-	2025-05-16	false
PF0494	U0002	BK0101	Buku dalam Indonesia Baru	3	-	2025-05-16	false
PF0495	U0031	BK0181	全球化语境中的莫言研究	9	-	2025-05-16	false
PF0496	U0001	BK0127	Being a Quran Tag Girl	5	2025-02-07	2025-02-21	true
PF0497	U0005	BK0147	The Power of Repentance	4	-	2025-05-16	false
PF0498	U0092	BK0181	全球化语境中的莫言研究	6	2025-03-09	2025-03-23	true
PF0499	U0004	BK0140	UNISET 2020	5	-	2025-05-16	false
PF0500	U0004	BK0003	Girl in Landscape	6	2024-08-02	2024-08-16	true
PF0501	U0002	BK0210	抗战时期的天津文学	13	-	2025-05-16	false
PF0502	U0004	BK0004	The Player of Games	4	-	2025-05-16	false
PF0503	U0003	BK0073	Science in the Twentieth Century	14	2024-06-17	2024-07-01	true
PF0504	U0001	BK0158	It Ends with Us	3	2025-05-04	2025-05-16	true
PF0505	U0006	BK0003	Girl in Landscape	7	2025-05-04	2025-05-18	true
PF0506	U0050	BK0001	Science Fiction	1	2025-08-26	2025-09-09	true
PF0507	U0050	BK0001	Science Fiction	1	2025-08-26	2025-09-09	true
