BorrowID	UserID	BookID	BorrowDate	DueDate	ReturnDate	Borrowed Status	Borrwed Method	Image
BR0263	U0004	BK0163	08/08/2024	14/08/2024	11/08/2024	Returned	Physical	bookCover_163.jpg
BR0264	U0004	BK0181	02/03/2025	08/03/2025	-	Overdue	Physical	bookCover_181.jpg
BR0265	U0004	BK0003	19/06/2024	25/06/2024	03/05/2025	Overdue	Online	bookCover_3.jpg
BR0266	U0019	BK0193	13/01/2025	19/01/2025	15/01/2025	Returned	Online	bookCover_193.jpg
BR0267	U0002	BK0195	17/04/2024	23/04/2024	-	Overdue	Physical	bookCover_195.jpg
BR0268	U0003	BK0163	18/11/2024	24/11/2024	23/11/2024	Returned	Online	bookCover_163.jpg
BR0269	U0004	BK0099	19/09/2024	25/09/2024	28/09/2024	Overdue	Physical	bookCover_99.jpg
BR0270	U0081	BK0182	26/10/2024	01/11/2024	09/11/2024	Overdue	Physical	bookCover_182.jpg
BR0271	U0004	BK0126	12/01/2024	18/01/2024	18/01/2024	Returned	Online	bookCover_126.jpg
BR0272	U0067	BK0168	03/09/2024	09/09/2024	05/09/2024	Returned	Online	bookCover_168.jpg
BR0273	U0063	BK0136	20/04/2024	26/04/2024	22/04/2024	Returned	Physical	bookCover_136.jpg
BR0274	U0001	BK0181	08/02/2024	14/02/2024	13/02/2024	Returned	Physical	bookCover_181.jpg
BR0275	U0019	BK0126	15/04/2024	21/04/2024	03/05/2024	Overdue	Online	bookCover_126.jpg
BR0276	U0001	BK0210	07/04/2024	13/04/2024	-	Overdue	Online	bookCover_208.jpg
BR0277	U0076	BK0004	22/08/2024	28/08/2024	03/05/2025	Overdue	Physical	bookCover_4.jpg
BR0278	U0061	BK0149	20/04/2024	26/04/2024	-	Overdue	Physical	bookCover_149.jpg
BR0279	U0077	BK0079	07/07/2024	13/07/2024	11/07/2024	Returned	Online	bookCover_79.jpg
BR0280	U0035	BK0179	21/06/2024	27/06/2024	12/07/2024	Overdue	Physical	bookCover_179.jpg
BR0281	U0005	BK0004	05/03/2024	11/03/2024	03/05/2025	Overdue	Physical	bookCover_4.jpg
BR0282	U0004	BK0179	14/10/2024	20/10/2024	18/10/2024	Returned	Online	bookCover_179.jpg
BR0283	U0002	BK0060	04/03/2025	10/03/2025	20/03/2025	Overdue	Physical	bookCover_60.jpg
BR0284	U0033	BK0004	14/01/2025	20/01/2025	03/05/2025	Overdue	Online	bookCover_4.jpg
BR0285	U0065	BK0044	14/03/2025	20/03/2025	-	Overdue	Physical	bookCover_44.jpg
BR0286	U0002	BK0001	29/01/2025	04/02/2025	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0287	U0044	BK0165	26/10/2024	01/11/2024	30/10/2024	Returned	Online	bookCover_165.jpg
BR0288	U0055	BK0072	13/01/2025	19/01/2025	18/01/2025	Returned	Online	bookCover_72.jpg
BR0289	U0034	BK0001	27/11/2024	03/12/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0290	U0072	BK0048	23/04/2024	29/04/2024	30/04/2024	Overdue	Physical	bookCover_48.jpg
BR0291	U0001	BK0008	16/01/2025	22/01/2025	30/01/2025	Overdue	Physical	bookCover_8.jpg
BR0292	U0021	BK0042	29/03/2025	04/04/2025	-	Overdue	Physical	bookCover_42.jpg
BR0293	U0001	BK0181	22/08/2024	28/08/2024	11/09/2024	Overdue	Online	bookCover_181.jpg
BR0294	U0003	BK0130	29/01/2025	04/02/2025	-	Overdue	Online	bookCover_130.jpg
BR0295	U0005	BK0181	08/12/2024	14/12/2024	12/12/2024	Returned	Physical	bookCover_181.jpg
BR0296	U0004	BK0157	16/05/2024	22/05/2024	-	Overdue	Physical	bookCover_157.jpg
BR0297	U0049	BK0165	29/03/2024	04/04/2024	14/04/2024	Overdue	Online	bookCover_165.jpg
BR0298	U0049	BK0094	26/07/2024	01/08/2024	29/07/2024	Returned	Online	bookCover_94.jpg
BR0299	U0002	BK0175	09/02/2025	15/02/2025	02/03/2025	Overdue	Physical	bookCover_175.jpg
BR0300	U0091	BK0199	27/01/2025	02/02/2025	28/01/2025	Returned	Physical	bookCover_199.jpg
BR0301	U0005	BK0182	10/03/2025	16/03/2025	26/03/2025	Overdue	Physical	bookCover_182.jpg
BR0302	U0001	BK0025	28/01/2025	03/02/2025	04/02/2025	Overdue	Online	bookCover_25.jpg
BR0303	U0001	BK0034	11/02/2024	17/02/2024	-	Overdue	Online	bookCover_34.jpg
BR0304	U0003	BK0148	20/07/2024	26/07/2024	30/07/2024	Overdue	Physical	bookCover_148.jpg
BR0305	U0045	BK0094	06/07/2024	12/07/2024	-	Overdue	Online	bookCover_94.jpg
BR0306	U0001	BK0082	21/01/2025	27/01/2025	04/02/2025	Overdue	Physical	bookCover_82.jpg
BR0307	U0093	BK0082	30/10/2024	05/11/2024	13/11/2024	Overdue	Online	bookCover_82.jpg
BR0308	U0003	BK0179	06/07/2024	12/07/2024	09/07/2024	Returned	Physical	bookCover_179.jpg
BR0309	U0005	BK0203	26/03/2024	01/04/2024	-	Overdue	Online	bookCover_202.jpg
BR0310	U0070	BK0176	11/04/2024	17/04/2024	15/04/2024	Returned	Online	bookCover_176.jpg
BR0311	U0063	BK0143	25/08/2024	31/08/2024	-	Overdue	Physical	bookCover_143.jpg
BR0312	U0001	BK0152	16/01/2024	22/01/2024	02/02/2024	Overdue	Online	bookCover_152.jpg
BR0313	U0083	BK0102	12/06/2024	18/06/2024	20/06/2024	Overdue	Online	bookCover_102.jpg
BR0314	U0003	BK0129	11/03/2025	17/03/2025	01/04/2025	Overdue	Online	bookCover_129.jpg
BR0315	U0049	BK0075	03/12/2024	09/12/2024	08/12/2024	Returned	Online	bookCover_75.jpg
BR0316	U0002	BK0001	22/12/2024	28/12/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0317	U0021	BK0007	21/09/2024	27/09/2024	21/09/2024	Returned	Physical	bookCover_7.jpg
BR0318	U0005	BK0100	31/01/2024	06/02/2024	-	Overdue	Physical	bookCover_100.jpg
BR0319	U0063	BK0048	03/03/2025	09/03/2025	07/03/2025	Returned	Physical	bookCover_48.jpg
BR0320	U0068	BK0029	17/03/2024	23/03/2024	23/03/2024	Returned	Physical	bookCover_29.jpg
BR0321	U0088	BK0182	10/04/2024	16/04/2024	11/04/2024	Returned	Online	bookCover_182.jpg
BR0322	U0043	BK0138	22/06/2024	28/06/2024	23/06/2024	Returned	Online	bookCover_138.jpg
BR0323	U0084	BK0029	19/01/2025	25/01/2025	22/01/2025	Returned	Physical	bookCover_29.jpg
BR0324	U0005	BK0044	26/12/2024	01/01/2025	29/12/2024	Returned	Online	bookCover_44.jpg
BR0325	U0095	BK0188	17/06/2024	23/06/2024	26/06/2024	Overdue	Online	bookCover_188.jpg
BR0326	U0003	BK0195	13/02/2024	19/02/2024	-	Overdue	Online	bookCover_195.jpg
BR0327	U0004	BK0041	22/05/2024	28/05/2024	05/06/2024	Overdue	Online	bookCover_41.jpg
BR0328	U0100	BK0219	17/01/2025	23/01/2025	01/02/2025	Overdue	Physical	bookCover_219.jpg
BR0329	U0004	BK0182	04/06/2024	10/06/2024	04/06/2024	Returned	Physical	bookCover_182.jpg
BR0330	U0066	BK0110	19/04/2024	25/04/2024	29/04/2024	Overdue	Physical	bookCover_110.jpg
BR0331	U0099	BK0025	19/03/2024	25/03/2024	29/03/2024	Overdue	Physical	bookCover_25.jpg
BR0332	U0010	BK0204	09/02/2025	15/02/2025	-	Overdue	Online	bookCover_203.jpg
BR0333	U0062	BK0227	14/09/2024	20/09/2024	14/09/2024	Returned	Online	bookCover_227.jpg
BR0334	U0077	BK0024	10/06/2024	16/06/2024	12/06/2024	Returned	Physical	bookCover_24.jpg
BR0335	U0012	BK0153	05/01/2025	11/01/2025	16/01/2025	Overdue	Physical	bookCover_153.jpg
BR0336	U0004	BK0181	02/02/2025	08/02/2025	11/02/2025	Overdue	Physical	bookCover_181.jpg
BR0337	U0002	BK0177	14/06/2024	20/06/2024	-	Overdue	Online	bookCover_177.jpg
BR0338	U0003	BK0150	21/01/2025	27/01/2025	02/02/2025	Overdue	Online	bookCover_150.jpg
BR0339	U0020	BK0182	01/04/2024	07/04/2024	-	Overdue	Online	bookCover_182.jpg
BR0340	U0016	BK0182	13/05/2024	19/05/2024	22/05/2024	Overdue	Physical	bookCover_182.jpg
BR0341	U0051	BK0146	27/03/2024	02/04/2024	12/04/2024	Overdue	Physical	bookCover_146.jpg
BR0342	U0053	BK0143	25/10/2024	31/10/2024	28/10/2024	Returned	Physical	bookCover_143.jpg
BR0343	U0039	BK0020	03/12/2024	09/12/2024	03/12/2024	Returned	Online	bookCover_20.jpg
BR0344	U0004	BK0177	18/04/2024	24/04/2024	19/04/2024	Returned	Online	bookCover_177.jpg
BR0345	U0031	BK0035	04/09/2024	10/09/2024	17/09/2024	Overdue	Online	bookCover_35.jpg
BR0346	U0079	BK0196	24/10/2024	30/10/2024	25/10/2024	Returned	Online	bookCover_196.jpg
BR0347	U0094	BK0088	12/01/2025	18/01/2025	15/01/2025	Returned	Physical	bookCover_88.jpg
BR0348	U0005	BK0161	23/03/2024	29/03/2024	29/03/2024	Returned	Physical	bookCover_161.jpg
BR0349	U0091	BK0127	24/02/2025	02/03/2025	25/02/2025	Returned	Online	bookCover_127.jpg
BR0350	U0003	BK0053	22/09/2024	28/09/2024	-	Overdue	Online	bookCover_53.jpg
BR0351	U0004	BK0182	02/03/2025	08/03/2025	07/03/2025	Returned	Physical	bookCover_182.jpg
BR0352	U0018	BK0177	17/01/2025	23/01/2025	03/02/2025	Overdue	Online	bookCover_177.jpg
BR0353	U0004	BK0165	11/06/2024	17/06/2024	17/06/2024	Returned	Online	bookCover_165.jpg
BR0354	U0087	BK0087	07/01/2024	13/01/2024	12/01/2024	Returned	Physical	bookCover_87.jpg
BR0355	U0005	BK0177	19/03/2024	25/03/2024	-	Overdue	Physical	bookCover_177.jpg
BR0356	U0038	BK0160	07/01/2025	13/01/2025	08/01/2025	Returned	Physical	bookCover_160.jpg
BR0357	U0038	BK0221	13/06/2024	19/06/2024	20/06/2024	Overdue	Online	bookCover_221.jpg
BR0358	U0004	BK0139	03/08/2024	09/08/2024	04/08/2024	Returned	Physical	bookCover_139.jpg
BR0359	U0014	BK0097	27/10/2024	02/11/2024	07/11/2024	Overdue	Online	bookCover_97.jpg
BR0360	U0094	BK0114	07/04/2024	13/04/2024	-	Overdue	Online	bookCover_114.jpg
BR0361	U0001	BK0001	10/04/2024	16/04/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0362	U0083	BK0210	27/07/2024	02/08/2024	17/08/2024	Overdue	Physical	bookCover_208.jpg
BR0363	U0058	BK0223	29/03/2024	04/04/2024	-	Overdue	Online	bookCover_223.jpg
BR0364	U0002	BK0176	03/10/2024	09/10/2024	-	Overdue	Online	bookCover_176.jpg
BR0365	U0093	BK0098	30/10/2024	05/11/2024	30/10/2024	Returned	Online	bookCover_98.jpg
BR0366	U0029	BK0207	24/12/2024	30/12/2024	28/12/2024	Returned	Online	bookCover_206.jpg
BR0367	U0094	BK0205	30/11/2024	06/12/2024	-	Overdue	Physical	bookCover_204.jpg
BR0368	U0002	BK0179	28/10/2024	03/11/2024	02/11/2024	Returned	Physical	bookCover_179.jpg
BR0369	U0002	BK0182	15/09/2024	21/09/2024	21/09/2024	Returned	Physical	bookCover_182.jpg
BR0370	U0069	BK0168	25/04/2024	01/05/2024	16/05/2024	Overdue	Online	bookCover_168.jpg
BR0371	U0056	BK0179	25/03/2025	31/03/2025	11/04/2025	Overdue	Physical	bookCover_179.jpg
BR0372	U0002	BK0115	30/06/2024	06/07/2024	12/07/2024	Overdue	Physical	bookCover_115.jpg
BR0373	U0026	BK0123	22/01/2024	28/01/2024	28/01/2024	Returned	Physical	bookCover_123.jpg
BR0374	U0002	BK0022	08/06/2024	14/06/2024	11/06/2024	Returned	Physical	bookCover_22.jpg
BR0375	U0090	BK0001	05/01/2025	11/01/2025	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0376	U0002	BK0177	10/08/2024	16/08/2024	31/08/2024	Overdue	Online	bookCover_177.jpg
BR0377	U0001	BK0051	27/05/2024	02/06/2024	13/06/2024	Overdue	Physical	bookCover_51.jpg
BR0378	U0069	BK0206	05/04/2024	11/04/2024	11/04/2024	Returned	Physical	bookCover_205.jpg
BR0379	U0063	BK0189	02/08/2024	08/08/2024	05/08/2024	Returned	Online	bookCover_189.jpg
BR0380	U0004	BK0190	16/04/2024	22/04/2024	16/04/2024	Returned	Physical	bookCover_190.jpg
BR0381	U0003	BK0070	12/01/2025	18/01/2025	12/01/2025	Returned	Physical	bookCover_70.jpg
BR0382	U0001	BK0001	02/03/2025	08/03/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0383	U0001	BK0001	12/04/2024	18/04/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0384	U0010	BK0161	27/02/2024	04/03/2024	28/02/2024	Returned	Physical	bookCover_161.jpg
BR0385	U0065	BK0211	08/06/2024	14/06/2024	23/06/2024	Overdue	Physical	bookCover_209.jpg
BR0386	U0002	BK0214	13/08/2024	19/08/2024	17/08/2024	Returned	Physical	bookCover_212.jpg
BR0387	U0033	BK0214	24/11/2024	30/11/2024	29/11/2024	Returned	Online	bookCover_212.jpg
BR0388	U0002	BK0071	10/03/2024	16/03/2024	19/03/2024	Overdue	Online	bookCover_71.jpg
BR0389	U0024	BK0095	28/07/2024	03/08/2024	01/08/2024	Returned	Physical	bookCover_95.jpg
BR0390	U0003	BK0023	01/02/2024	07/02/2024	06/02/2024	Returned	Physical	bookCover_23.jpg
BR0391	U0004	BK0001	04/02/2025	10/02/2025	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0392	U0003	BK0018	07/12/2024	13/12/2024	09/12/2024	Returned	Online	bookCover_18.jpg
BR0393	U0002	BK0001	05/08/2024	11/08/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0394	U0003	BK0026	27/03/2025	02/04/2025	12/04/2025	Overdue	Online	bookCover_26.jpg
BR0395	U0092	BK0026	04/01/2025	10/01/2025	09/01/2025	Returned	Physical	bookCover_26.jpg
BR0396	U0001	BK0031	24/03/2025	30/03/2025	26/03/2025	Returned	Physical	bookCover_31.jpg
BR0397	U0076	BK0182	19/09/2024	25/09/2024	24/09/2024	Returned	Physical	bookCover_182.jpg
BR0398	U0005	BK0129	26/02/2024	03/03/2024	-	Overdue	Online	bookCover_129.jpg
BR0399	U0036	BK0001	10/09/2024	16/09/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0400	U0001	BK0007	08/10/2024	14/10/2024	10/10/2024	Returned	Online	bookCover_7.jpg
BR0401	U0001	BK0027	28/01/2024	03/02/2024	30/01/2024	Returned	Physical	bookCover_27.jpg
BR0402	U0063	BK0179	17/09/2024	23/09/2024	23/09/2024	Returned	Physical	bookCover_179.jpg
BR0403	U0003	BK0179	30/04/2024	06/05/2024	06/05/2024	Returned	Physical	bookCover_179.jpg
BR0404	U0027	BK0149	07/09/2024	13/09/2024	07/09/2024	Returned	Physical	bookCover_149.jpg
BR0405	U0003	BK0177	20/03/2025	26/03/2025	-	Overdue	Online	bookCover_177.jpg
BR0406	U0005	BK0187	17/06/2024	23/06/2024	20/06/2024	Returned	Physical	bookCover_187.jpg
BR0407	U0004	BK0158	03/03/2024	09/03/2024	-	Overdue	Physical	bookCover_158.jpg
BR0408	U0086	BK0226	04/01/2025	10/01/2025	10/01/2025	Returned	Physical	bookCover_226.jpg
BR0409	U0005	BK0181	28/09/2024	04/10/2024	08/10/2024	Overdue	Online	bookCover_181.jpg
BR0410	U0042	BK0136	14/01/2024	20/01/2024	16/01/2024	Returned	Physical	bookCover_136.jpg
BR0411	U0005	BK0177	17/02/2024	23/02/2024	19/02/2024	Returned	Physical	bookCover_177.jpg
BR0412	U0099	BK0177	10/07/2024	16/07/2024	31/07/2024	Overdue	Online	bookCover_177.jpg
BR0413	U0004	BK0024	02/01/2025	08/01/2025	-	Overdue	Online	bookCover_24.jpg
BR0414	U0002	BK0181	15/03/2024	21/03/2024	26/03/2024	Overdue	Online	bookCover_181.jpg
BR0415	U0003	BK0090	12/01/2024	18/01/2024	13/01/2024	Returned	Physical	bookCover_90.jpg
BR0416	U0005	BK0057	03/09/2024	09/09/2024	09/09/2024	Returned	Online	bookCover_57.jpg
BR0417	U0004	BK0182	20/08/2024	26/08/2024	-	Overdue	Online	bookCover_182.jpg
BR0418	U0028	BK0177	08/11/2024	14/11/2024	-	Overdue	Physical	bookCover_177.jpg
BR0419	U0001	BK0004	14/09/2024	20/09/2024	03/05/2025	Overdue	Physical	bookCover_4.jpg
BR0420	U0077	BK0014	22/01/2024	28/01/2024	11/02/2024	Overdue	Online	bookCover_14.jpg
BR0421	U0002	BK0213	02/04/2024	08/04/2024	05/04/2024	Returned	Physical	bookCover_211.jpg
BR0422	U0001	BK0177	04/06/2024	10/06/2024	08/06/2024	Returned	Physical	bookCover_177.jpg
BR0423	U0009	BK0181	27/03/2024	02/04/2024	13/04/2024	Overdue	Physical	bookCover_181.jpg
BR0424	U0081	BK0025	03/12/2024	09/12/2024	-	Overdue	Online	bookCover_25.jpg
BR0425	U0001	BK0022	09/02/2024	15/02/2024	14/02/2024	Returned	Physical	bookCover_22.jpg
BR0426	U0003	BK0177	30/12/2024	05/01/2025	31/12/2024	Returned	Physical	bookCover_177.jpg
BR0427	U0100	BK0055	23/03/2024	29/03/2024	-	Overdue	Online	bookCover_55.jpg
BR0428	U0001	BK0179	28/07/2024	03/08/2024	05/08/2024	Overdue	Online	bookCover_179.jpg
BR0429	U0003	BK0058	27/07/2024	02/08/2024	06/08/2024	Overdue	Online	bookCover_58.jpg
BR0430	U0001	BK0179	02/04/2025	08/04/2025	04/04/2025	Returned	Online	bookCover_179.jpg
BR0431	U0003	BK0179	16/11/2024	22/11/2024	22/11/2024	Returned	Online	bookCover_179.jpg
BR0432	U0004	BK0177	22/01/2024	28/01/2024	04/02/2024	Overdue	Physical	bookCover_177.jpg
BR0433	U0005	BK0009	01/07/2024	07/07/2024	-	Overdue	Physical	bookCover_9.jpg
BR0434	U0001	BK0219	13/06/2024	19/06/2024	18/06/2024	Returned	Online	bookCover_219.jpg
BR0435	U0082	BK0151	28/01/2024	03/02/2024	31/01/2024	Returned	Online	bookCover_151.jpg
BR0436	U0004	BK0126	18/03/2024	24/03/2024	24/03/2024	Returned	Online	bookCover_126.jpg
BR0437	U0052	BK0008	04/02/2024	10/02/2024	10/02/2024	Returned	Physical	bookCover_8.jpg
BR0438	U0057	BK0115	04/12/2024	10/12/2024	16/12/2024	Overdue	Online	bookCover_115.jpg
BR0439	U0001	BK0181	24/07/2024	30/07/2024	07/08/2024	Overdue	Physical	bookCover_181.jpg
BR0440	U0004	BK0181	24/08/2024	30/08/2024	28/08/2024	Returned	Physical	bookCover_181.jpg
BR0441	U0099	BK0038	13/11/2024	19/11/2024	-	Overdue	Online	bookCover_38.jpg
BR0442	U0036	BK0097	18/03/2024	24/03/2024	21/03/2024	Returned	Physical	bookCover_97.jpg
BR0443	U0010	BK0113	03/05/2024	09/05/2024	05/05/2024	Returned	Online	bookCover_113.jpg
BR0444	U0100	BK0148	13/03/2025	19/03/2025	26/03/2025	Overdue	Online	bookCover_148.jpg
BR0445	U0005	BK0213	14/08/2024	20/08/2024	16/08/2024	Returned	Physical	bookCover_211.jpg
BR0446	U0005	BK0140	18/06/2024	24/06/2024	28/06/2024	Overdue	Online	bookCover_140.jpg
BR0447	U0043	BK0118	21/07/2024	27/07/2024	21/07/2024	Returned	Physical	bookCover_118.jpg
BR0448	U0022	BK0005	09/07/2024	15/07/2024	15/07/2024	Returned	Online	bookCover_5.jpg
BR0449	U0003	BK0181	27/03/2024	02/04/2024	30/03/2024	Returned	Physical	bookCover_181.jpg
BR0450	U0023	BK0021	11/04/2024	17/04/2024	16/04/2024	Returned	Online	bookCover_21.jpg
BR0451	U0074	BK0100	20/12/2024	26/12/2024	-	Overdue	Online	bookCover_100.jpg
BR0452	U0097	BK0001	25/11/2024	01/12/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0453	U0070	BK0181	31/08/2024	06/09/2024	07/09/2024	Overdue	Physical	bookCover_181.jpg
BR0454	U0005	BK0227	03/06/2024	09/06/2024	18/06/2024	Overdue	Online	bookCover_227.jpg
BR0455	U0004	BK0181	26/12/2024	01/01/2025	01/01/2025	Returned	Physical	bookCover_181.jpg
BR0456	U0004	BK0220	27/02/2024	04/03/2024	-	Overdue	Online	bookCover_220.jpg
BR0457	U0004	BK0217	23/03/2025	29/03/2025	31/03/2025	Overdue	Physical	bookCover_217.jpg
BR0458	U0005	BK0175	21/01/2024	27/01/2024	01/02/2024	Overdue	Online	bookCover_175.jpg
BR0459	U0015	BK0182	04/08/2024	10/08/2024	09/08/2024	Returned	Online	bookCover_182.jpg
BR0460	U0002	BK0154	18/01/2025	24/01/2025	21/01/2025	Returned	Physical	bookCover_154.jpg
BR0461	U0001	BK0177	26/01/2025	01/02/2025	-	Overdue	Online	bookCover_177.jpg
BR0462	U0004	BK0049	20/02/2025	26/02/2025	21/02/2025	Returned	Physical	bookCover_49.jpg
BR0463	U0095	BK0011	31/07/2024	06/08/2024	02/08/2024	Returned	Physical	bookCover_11.jpg
BR0464	U0067	BK0179	21/04/2024	27/04/2024	23/04/2024	Returned	Online	bookCover_179.jpg
BR0465	U0060	BK0025	08/10/2024	14/10/2024	27/10/2024	Overdue	Physical	bookCover_25.jpg
BR0466	U0001	BK0181	31/05/2024	06/06/2024	17/06/2024	Overdue	Online	bookCover_181.jpg
BR0467	U0095	BK0016	08/07/2024	14/07/2024	19/07/2024	Overdue	Online	bookCover_16.jpg
BR0468	U0004	BK0212	29/01/2025	04/02/2025	04/02/2025	Returned	Physical	bookCover_210.jpg
BR0469	U0033	BK0181	16/02/2024	22/02/2024	07/03/2024	Overdue	Online	bookCover_181.jpg
BR0470	U0033	BK0177	22/09/2024	28/09/2024	26/09/2024	Returned	Physical	bookCover_177.jpg
BR0471	U0056	BK0181	03/09/2024	09/09/2024	-	Overdue	Online	bookCover_181.jpg
BR0472	U0002	BK0016	15/02/2024	21/02/2024	21/02/2024	Returned	Online	bookCover_16.jpg
BR0473	U0001	BK0093	16/02/2024	22/02/2024	18/02/2024	Returned	Physical	bookCover_93.jpg
BR0474	U0013	BK0181	03/03/2024	09/03/2024	06/03/2024	Returned	Online	bookCover_181.jpg
BR0475	U0034	BK0020	11/04/2024	17/04/2024	16/04/2024	Returned	Physical	bookCover_20.jpg
BR0476	U0055	BK0177	04/10/2024	10/10/2024	23/10/2024	Overdue	Online	bookCover_177.jpg
BR0477	U0051	BK0038	19/05/2024	25/05/2024	29/05/2024	Overdue	Online	bookCover_38.jpg
BR0478	U0054	BK0003	03/09/2024	09/09/2024	03/05/2025	Overdue	Physical	bookCover_3.jpg
BR0479	U0016	BK0042	07/03/2025	13/03/2025	-	Overdue	Physical	bookCover_42.jpg
BR0480	U0079	BK0152	15/04/2024	21/04/2024	18/04/2024	Returned	Online	bookCover_152.jpg
BR0481	U0022	BK0148	16/11/2024	22/11/2024	-	Overdue	Online	bookCover_148.jpg
BR0482	U0066	BK0027	22/07/2024	28/07/2024	26/07/2024	Returned	Physical	bookCover_27.jpg
BR0483	U0050	BK0177	07/02/2024	13/02/2024	12/02/2024	Returned	Physical	bookCover_177.jpg
BR0484	U0076	BK0068	27/03/2024	02/04/2024	30/03/2024	Returned	Online	bookCover_68.jpg
BR0485	U0036	BK0001	26/06/2024	02/07/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0486	U0031	BK0182	10/01/2024	16/01/2024	16/01/2024	Returned	Online	bookCover_182.jpg
BR0487	U0004	BK0001	06/10/2024	12/10/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0488	U0002	BK0213	13/07/2024	19/07/2024	14/07/2024	Returned	Online	bookCover_211.jpg
BR0489	U0043	BK0066	28/01/2024	03/02/2024	28/01/2024	Returned	Physical	bookCover_66.jpg
BR0490	U0027	BK0047	29/05/2024	04/06/2024	04/06/2024	Returned	Physical	bookCover_47.jpg
BR0491	U0011	BK0215	27/02/2025	05/03/2025	05/03/2025	Returned	Online	bookCover_213.jpg
BR0492	U0087	BK0082	08/05/2024	14/05/2024	11/05/2024	Returned	Physical	bookCover_82.jpg
BR0493	U0003	BK0096	08/02/2024	14/02/2024	21/02/2024	Overdue	Online	bookCover_96.jpg
BR0494	U0088	BK0069	08/02/2025	14/02/2025	23/02/2025	Overdue	Physical	bookCover_69.jpg
BR0495	U0036	BK0156	23/08/2024	29/08/2024	04/09/2024	Overdue	Physical	bookCover_156.jpg
BR0496	U0013	BK0177	16/02/2025	22/02/2025	-	Overdue	Online	bookCover_177.jpg
BR0497	U0028	BK0148	22/02/2025	28/02/2025	27/02/2025	Returned	Physical	bookCover_148.jpg
BR0498	U0056	BK0177	30/09/2024	06/10/2024	07/10/2024	Overdue	Physical	bookCover_177.jpg
BR0499	U0002	BK0177	07/04/2024	13/04/2024	-	Overdue	Physical	bookCover_177.jpg
BR0500	U0004	BK0190	29/05/2024	04/06/2024	01/06/2024	Returned	Physical	bookCover_190.jpg
BR0501	U0083	BK0044	15/11/2024	21/11/2024	30/11/2024	Overdue	Physical	bookCover_44.jpg
BR0502	U0002	BK0172	09/04/2024	15/04/2024	09/04/2024	Returned	Online	bookCover_172.jpg
BR0503	U0001	BK0136	02/12/2024	08/12/2024	11/12/2024	Overdue	Physical	bookCover_136.jpg
BR0504	U0002	BK0177	04/10/2024	10/10/2024	-	Overdue	Online	bookCover_177.jpg
BR0505	U0004	BK0011	08/11/2024	14/11/2024	-	Overdue	Online	bookCover_11.jpg
BR0506	U0005	BK0177	17/03/2025	23/03/2025	23/03/2025	Returned	Physical	bookCover_177.jpg
BR0507	U0004	BK0172	28/08/2024	03/09/2024	30/08/2024	Returned	Physical	bookCover_172.jpg
BR0508	U0002	BK0056	10/03/2025	16/03/2025	-	Overdue	Online	bookCover_56.jpg
BR0509	U0035	BK0181	01/11/2024	07/11/2024	04/11/2024	Returned	Physical	bookCover_181.jpg
BR0510	U0003	BK0214	28/02/2024	05/03/2024	-	Overdue	Physical	bookCover_212.jpg
BR0511	U0004	BK0182	24/08/2024	30/08/2024	13/09/2024	Overdue	Online	bookCover_182.jpg
BR0512	U0002	BK0217	08/03/2025	14/03/2025	11/03/2025	Returned	Online	bookCover_217.jpg
BR0513	U0088	BK0212	27/01/2025	02/02/2025	06/02/2025	Overdue	Physical	bookCover_210.jpg
BR0514	U0048	BK0115	28/02/2024	05/03/2024	01/03/2024	Returned	Physical	bookCover_115.jpg
BR0515	U0051	BK0179	12/06/2024	18/06/2024	-	Overdue	Physical	bookCover_179.jpg
BR0516	U0002	BK0223	29/10/2024	04/11/2024	13/11/2024	Overdue	Physical	bookCover_223.jpg
BR0517	U0003	BK0191	10/04/2024	16/04/2024	14/04/2024	Returned	Physical	bookCover_191.jpg
BR0518	U0003	BK0182	01/10/2024	07/10/2024	08/10/2024	Overdue	Physical	bookCover_182.jpg
BR0519	U0007	BK0196	16/02/2024	22/02/2024	27/02/2024	Overdue	Online	bookCover_196.jpg
BR0520	U0074	BK0105	21/10/2024	27/10/2024	26/10/2024	Returned	Online	bookCover_105.jpg
BR0521	U0040	BK0181	06/03/2024	12/03/2024	12/03/2024	Returned	Online	bookCover_181.jpg
BR0522	U0069	BK0044	12/04/2024	18/04/2024	20/04/2024	Overdue	Physical	bookCover_44.jpg
BR0523	U0003	BK0157	15/09/2024	21/09/2024	17/09/2024	Returned	Online	bookCover_157.jpg
BR0524	U0003	BK0001	12/03/2024	18/03/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
